mean
-0.0727083
0.41833333
-0.6433333
0.86020833
0.755
-0.20125
0.1425
0.25229167
0.014375
0.10770833
0.03
0.3025
-0.4775
0.895625
0.32479167
0.37416667
0.53916667
0.31125
0.03770833
-0.2266667
1.04666667
0.54583333
-0.6847917
0.81958333
-0.3408333
0.91979167
0.334375
0.27520833
0.10791667
-0.0095833
0.809375
-0.713125
-0.8833333
-0.1645833
-0.1160417
-2.0908333
-3.6985417
1.43041667
-0.083125
-3.27875
1.07416667
1.3225
0.344375
1.55416667
1.11645833
0.070625
-0.8289583
-0.3166667
0.14979167
1.23791667
0.91104167
-1.2166667
-1.2345833
-0.85875
0.61791667
0.86375
0.68020833
-0.0660417
0.263125
1.38895833
-0.17875
-0.3954167
-0.6877083
-0.3845833
0.33354167
-1.0739583
0.11708333
0.18958333
-2.37625
-1.5252083
2.20125
-1.3641667
-0.3227083
1.30020833
-2.09625
1.34229167
1.11583333
0.95625
-2.0120833
0.179375
1.580625
-0.2745833
0.565625
-0.109375
0.851875
0.89208333
0.24854167
-0.7191667
-0.7920833
-0.0577083
-1.4404167
0.04520833
0.26625
-0.1629167
-0.8433333
-0.0895833
-0.5722917
-0.29125
1.16520833
0.45666667
0.02041667
0.52708333
0.76083333
0.084375
-0.0752083
-0.4341667
0.76229167
0.229375
-0.0410417
0.685
-0.6283333
0.20875
0.04416667
-0.1485417
-0.8183333
1.206875
-0.9704167
0.87895833
0.3625
0.29333333
0.80208333
0.025625
0.53479167
0.27895833
0.17875
-0.57875
0.30645833
-0.10875
-0.2164583
-0.6714583
0.22708333
-0.8302083
0.319375
-1.2610417
0.36916667
-0.940625
0.14708333
0.28770833
0.16291667
-0.1133333
0.8825
0.54416667
0.90791667
0.26625
-0.87125
0.45958333
0.11
-0.4197917
0.55270833
0.34291667
-0.0258333
-0.0972917
-0.1589583
0.06229167
0.60145833
0.02583333
-0.5397917
-0.5460417
1.00854167
-0.60625
0.41729167
0.439375
0.28958333
0.20770833
-0.3508333
-0.125
-0.7985417
-0.6425
0.57104167
-0.9585417
0.87520833
0.46916667
0.38479167
0.54
-0.2329167
-0.5427083
0.55375
0.78291667
-0.15
0.31166667
-0.7227083
0.08979167
-0.409375
0.1425
-0.138125
-0.27625
0.29541667
0.014375
0.47125
0.321875
0.27958333
-0.290625
0.499375
-0.0114583
0.5975
-0.025625
-0.725
-0.1620833
-0.4858333
0.036875
-0.1610417
-0.015
-0.21125
0.02
-0.820625
-0.5883333
0.10625
-0.8008333
-2.9214583
-1.7004167
0.65875
0.14375
2.005625
-0.2558333
-1.454375
-0.384375
-0.3527083
-0.661875
-2.94875
1.29895833
-1.513125
-0.5714583
2.19916667
0.794375
1.94083333
-0.0847917
0.42229167
0.61291667
1.65520833
-0.4483333
-1.0539583
-1.7608333
-4.163E-17
-0.40375
0.986875
0.31375
-1.578125
-1.8754167
0.591875
-0.498125
1.060625
-0.2516667
2.26833333
-0.2327083
0.49645833
1.06625
-3.3408333
-0.4385417
-2.0958333
-0.19375
-0.1883333
0.711875
-0.4822917
-1.600625
-1.9327083
0.009375
-1.778125
-1.5158333
-1.7683333
-2.496875
4.396875
0.86125
-0.0639583
0.79604167
0.21958333
-2.1235417
3.6075
0.82166667
1.19958333
0.69354167
0.60229167
0.234375
-0.6141667
0.425
0.26916667
1.05416667
1.27291667
-1.3654167
-0.016875
0.28604167
0.965
-0.5064583
0.37270833
1.14541667
0.77083333
0.113125
0.68354167
0.424375
-0.18125
-0.841875
0.13354167
0.368125
1.46854167
0.40166667
-0.2772917
1.06854167
0.29666667
0.55479167
-0.2066667
0.62770833
-0.011875
-0.428125
0.02541667
-0.3377083
0.595625
-0.4460417
-0.3441667
-0.9741667
-0.71125
-0.2085417
1.31
0.11166667
0.52895833
-0.4158333
0.29375
0.60395833
-0.1875
-0.5520833
1.125
-2.4077083
0.14708333
0.78020833
-0.2025
0.571875
0.565625
1.19833333
-0.2685417
0.16270833
0.56729167
0.57166667
0.026875
-0.8802083
0.54791667
0.16833333
0.63291667
-0.1516667
0.09354167
-0.3295833
0.17208333
-0.30375
1.26125
-0.0172917
-1.1164583
0.76875
0.15979167
0.15270833
-0.92875
-0.0452083
1.32145833
-0.455
-1.4979167
-0.4270833
-0.0091667
0.360625
-2.4266667
0.795625
0.32833333
0.690625
-0.921875
-0.5875
1.02166667
-0.629375
-1.298125
0.370625
-0.9595833
-0.7345833
0.09166667
-1.3370833
0.6575
2.47229167
0.5625
0.46770833
0.938125
0.37333333
-0.1570833
-0.214375
0.68479167
-0.43
-0.0052083
1.05625
0.27583333
0.95083333
-0.370625
-0.4052083
-0.618125
-0.1047917
0.89166667
0.91958333
0.50333333
-0.1020833
0.78625
-0.14
-0.5952083
-0.3104167
0.09333333
0.17333333
0.85041667
-0.1783333
0.11520833
-0.9314583
0.27208333
-0.146875
-0.0316667
0.99291667
0.71770833
-0.6939583
0.34333333
-0.2277083
0.25854167
-1.2895833
-1.295
-0.826875
-2.6995833
1.02145833
0.14104167
1.81791667
-0.971875
-1.309375
1.2625
-2.8058333
-0.0554167
1.703125
1.124375
-0.6908333
0.73666667
-0.0939583
-2.6608333
0.8775
-0.6079167
0.86583333
1.35729167
0.18875
-0.9864583
1.14895833
1.019375
0.18729167
0.57583333
0.59895833
1.215
0.13333333
0.1375
-0.3604167
0.051875
-0.4027083
-0.2460417
-0.6289583
0.0375
-1.0283333
0.83208333
-0.4654167
-0.3464583
0.418125
-1.578125
-1.6979167
0.58208333
1.06354167
-0.4466667
-1.4772917
0.838125
0.60458333
1.43145833
-0.196875
0.7625
0.01479167
0.58333333
-0.273125
0.40833333
-0.0275
0.333125
0.079375
0.70020833
0.48958333
-0.049375
0.02270833
-0.7475
1.16541667
0.329375
0.01666667
-0.0852083
0.14
0.23520833
-0.1385417
0.070625
-0.118125
0.00625
0.585
-0.0772917
-0.0720833
-0.3672917
-0.2497917
0.36583333
1.03104167
0.32604167
0.36354167
-0.5075
-0.791875
-0.6902083
0.61541667
0.32125
0.94791667
-0.240625
-0.1808333
0.555
0.89666667
-0.3129167
0.64958333
-0.0272917
0.21791667
0.25625
0.48
0.25854167
0.07625
0.296875
-0.100625
-0.4454167
0.28395833
0.48520833
-0.4758333
0.129375
-0.2510417
0.18895833
0.24833333
-0.4222917
1.01666667
0.13208333
0.31520833
0.91729167
-0.07375
-0.5925
-0.0477083
0.11458333
-1.0570833
-1.4458333
0.66875
-0.3335417
0.41979167
-1.8997917
0.90020833
1.58645833
1.38458333
-0.073125
-1.0139583
0.44979167
0.49916667
0.59520833
0.00541667
-0.0225
-0.3208333
0.42125
-0.105625
-0.6735417
-3.07125
-3.3447917
-1.1489583
-3.6064583
-1.160625
3.44041667
-2.0216667
3.7875
-3.6041667
-1.840625
-8.5891667
4.29395833
-5.5764583
-10.161042
7.25083333
-11.442292
5.17291667
-8.0495833
2.645
-4.5625
-2.7295833
10.4108333
2.85333333
5.85541667
-3.6485417
2.520625
-1.1389583
-4.535625
1.55
-2.0758333
7.45770833
0.65270833
3.90375
2.73645833
-1.845625
2.46875
-3.1183333
-0.2060417
3.603125
-2.0870833
-2.7635417
1.68
0.54333333
1.114375
2.800625
1.168125
3.00833333
-2.4033333
-3.0139583
0.35895833
0.47354167
-1.2372917
1.43625
3.05291667
-1.1272917
-2.6416667
-2.5666667
1.19791667
0.570625
5.08791667
-1.2839583
1.85229167
-0.3585417
-0.0416667
2.74854167
2.6275
-0.9791667
-0.14125
0.74625
0.98416667
2.35020833
0.42479167
3.08791667
1.78895833
-1.756875
